Nitrogen,Phosphorous,Potassium,Temperature,Humidity,Moisture,Soil Type,Crop Type,Fertilizer Name
0,135,68,16.0,84.6,37.3,Clayey,Maize,28-28
54,43,154,24.7,68.7,54.1,Red,Ground Nuts,14-35-14
121,143,171,34.9,35.1,53.3,Clayey,Wheat,28-28
6,109,113,22.4,97.1,10.4,Black,Wheat,28-28
57,81,49,28.2,74.8,39.4,Loamy,Millets,Urea
42,81,150,22.6,40.4,51.7,Clayey,Millets,Urea
1,131,77,20.9,61.2,15.8,Sandy,Barley,28-28
48,135,190,29.2,83.0,46.8,Sandy,Tobacco,10-26-26
26,103,104,38.4,65.8,32.7,Loamy,Paddy,17-17-17
103,65,112,32.4,33.9,12.3,Sandy,Ground Nuts,14-35-14
33,58,2,38.0,19.9,51.3,Loamy,Oil seeds,14-35-14
131,60,96,19.9,62.7,25.6,Clayey,Maize,28-28
94,15,9,20.1,46.9,53.6,Loamy,Ground Nuts,DAP
128,26,194,28.1,86.5,39.8,Black,Tobacco,DAP
48,3,191,27.1,70.2,10.9,Sandy,Paddy,DAP
102,110,199,32.7,80.2,31.4,Black,Wheat,28-28
78,98,174,17.6,62.0,22.7,Black,Ground Nuts,14-35-14
135,49,37,17.0,51.3,16.8,Loamy,Maize,28-28
45,28,11,21.8,31.1,31.3,Sandy,Tobacco,DAP
17,21,82,36.7,44.1,25.7,Loamy,Maize,Urea
30,65,146,33.4,40.8,59.5,Red,Oil seeds,14-35-14
130,86,147,28.5,89.9,58.5,Red,Barley,28-28
36,4,72,30.2,48.3,16.0,Loamy,Millets,DAP
108,23,154,42.8,46.3,47.9,Sandy,Tobacco,DAP
78,84,9,22.7,52.4,44.7,Black,Paddy,17-17-17
67,59,123,33.8,98.2,33.2,Sandy,Millets,20-20
117,36,63,23.9,60.9,21.2,Loamy,Barley,DAP
61,87,151,36.2,49.9,47.9,Sandy,Cotton,14-35-14
73,31,86,15.7,48.4,59.3,Clayey,Sugarcane,DAP
27,13,171,42.2,88.8,21.9,Red,Tobacco,Urea
94,16,116,19.0,73.0,20.6,Sandy,Oil seeds,DAP
115,78,59,36.1,29.7,40.5,Loamy,Ground Nuts,14-35-14
101,12,14,27.5,36.6,13.6,Red,Wheat,DAP
51,137,172,43.3,76.2,44.5,Red,Millets,20-20
137,75,29,16.6,48.3,23.5,Black,Paddy,10-26-26
106,115,123,30.4,89.7,27.8,Sandy,Maize,10-26-26
22,1,193,40.6,46.8,47.0,Sandy,Pulses,Urea
28,118,164,40.6,73.0,10.9,Red,Cotton,14-35-14
121,14,175,35.7,97.5,14.2,Loamy,Sugarcane,DAP
33,3,107,30.2,65.1,45.4,Clayey,Millets,20-20
11,128,115,27.7,57.8,57.3,Loamy,Tobacco,17-17-17
112,102,119,36.4,86.4,33.2,Loamy,Barley,28-28
14,36,177,25.1,56.2,25.8,Sandy,Wheat,Urea
104,57,94,28.0,83.5,23.2,Sandy,Paddy,14-35-14
14,46,84,39.3,58.8,46.2,Red,Maize,28-28
130,34,184,43.4,63.2,25.3,Red,Cotton,DAP
29,89,134,25.7,77.6,35.5,Red,Cotton,14-35-14
35,90,151,30.9,96.7,26.0,Clayey,Tobacco,10-26-26
115,3,74,30.4,25.2,20.8,Clayey,Maize,DAP
15,110,103,24.5,18.7,45.2,Clayey,Wheat,28-28
72,85,30,16.0,47.2,55.2,Black,Tobacco,DAP
98,85,166,24.6,17.2,55.9,Sandy,Paddy,10-26-26
24,94,185,18.5,20.1,48.0,Sandy,Wheat,28-28
15,17,135,42.3,75.5,54.2,Red,Maize,Urea
37,44,185,27.0,98.8,51.1,Clayey,Maize,10-26-26
73,110,102,25.6,48.7,10.8,Black,Millets,20-20
78,129,92,41.7,66.3,57.5,Black,Pulses,14-35-14
116,142,59,40.8,99.9,41.5,Black,Pulses,14-35-14
123,25,101,32.2,85.6,44.4,Clayey,Oil seeds,DAP
0,144,177,27.5,28.8,15.8,Clayey,Maize,10-26-26
39,88,124,19.9,34.4,35.1,Loamy,Cotton,28-28
24,101,121,37.7,22.4,32.3,Clayey,Paddy,DAP
15,36,75,40.9,90.1,12.2,Clayey,Oil seeds,Urea
26,93,84,19.0,56.6,15.3,Red,Cotton,14-35-14
140,131,55,26.3,65.5,52.8,Loamy,Wheat,28-28
13,111,74,21.2,48.6,13.8,Red,Maize,28-28
92,36,195,19.9,78.8,48.0,Clayey,Sugarcane,20-20
17,26,30,31.9,36.7,16.5,Loamy,Tobacco,Urea
17,20,18,36.3,67.6,42.2,Red,Wheat,Urea
48,64,165,44.5,84.0,18.2,Clayey,Millets,Urea
107,44,31,37.1,32.5,30.0,Sandy,Sugarcane,20-20
53,126,174,42.3,57.8,44.7,Loamy,Maize,10-26-26
50,71,102,28.4,70.9,45.3,Black,Barley,28-28
80,106,68,39.0,96.9,17.6,Red,Ground Nuts,14-35-14
4,115,175,19.8,47.0,21.0,Loamy,Cotton,10-26-26
19,91,107,35.0,88.9,53.5,Sandy,Oil seeds,14-35-14
99,13,18,20.5,54.4,53.6,Clayey,Oil seeds,DAP
1,124,195,38.4,39.0,23.9,Loamy,Ground Nuts,14-35-14
3,62,28,36.8,18.5,11.5,Clayey,Millets,Urea
7,65,204,32.1,33.1,47.8,Red,Ground Nuts,14-35-14
111,51,165,32.6,92.2,19.4,Clayey,Tobacco,17-17-17
21,57,29,39.0,80.4,56.0,Loamy,Paddy,10-26-26
64,45,17,22.8,22.4,40.8,Clayey,Pulses,14-35-14
62,39,83,15.9,97.4,56.2,Sandy,Maize,28-28
121,81,12,27.2,62.5,49.6,Clayey,Millets,Urea
0,125,31,43.2,81.9,16.5,Clayey,Oil seeds,14-35-14
97,29,89,44.6,48.2,26.6,Clayey,Tobacco,DAP
24,22,186,39.1,50.7,41.7,Red,Millets,Urea
3,134,45,36.5,23.6,22.2,Red,Maize,28-28
105,33,84,25.5,52.2,13.2,Sandy,Tobacco,DAP
140,130,195,41.9,73.5,16.1,Sandy,Oil seeds,14-35-14
9,12,124,27.5,74.3,47.8,Black,Millets,Urea
119,45,203,40.7,76.1,54.2,Clayey,Tobacco,20-20
107,47,62,22.3,86.4,51.2,Loamy,Pulses,14-35-14
24,131,140,41.1,14.4,11.1,Clayey,Wheat,28-28
34,6,12,26.6,30.0,49.6,Loamy,Millets,Urea
75,31,90,22.2,87.9,56.2,Loamy,Pulses,DAP
13,103,116,19.7,72.8,11.0,Sandy,Wheat,28-28
2,67,132,17.6,74.6,28.0,Clayey,Cotton,28-28
86,32,67,41.9,82.2,37.3,Clayey,Ground Nuts,DAP
52,73,48,17.8,41.6,29.4,Sandy,Millets,Urea
107,68,83,29.0,37.7,17.1,Sandy,Ground Nuts,14-35-14
26,7,84,27.9,97.2,46.2,Red,Millets,Urea
3,132,138,19.7,96.6,11.9,Red,Oil seeds,14-35-14
29,21,152,31.2,90.7,44.0,Loamy,Wheat,Urea
120,105,68,38.7,23.9,56.4,Loamy,Maize,28-28
47,136,0,33.7,20.3,51.8,Loamy,Pulses,14-35-14
37,39,190,32.3,87.5,58.7,Loamy,Pulses,14-35-14
13,65,94,28.4,40.6,35.1,Black,Ground Nuts,14-35-14
14,36,154,16.5,39.2,49.3,Sandy,Millets,Urea
134,33,31,25.7,86.6,32.7,Loamy,Wheat,DAP
80,2,73,19.8,37.9,26.5,Black,Cotton,DAP
45,54,173,39.3,51.6,16.2,Loamy,Wheat,28-28
72,114,50,16.0,72.0,30.1,Loamy,Barley,28-28
133,81,44,27.5,26.8,57.9,Sandy,Millets,Urea
103,72,76,37.9,64.0,41.3,Loamy,Tobacco,17-17-17
23,1,91,33.8,62.7,40.6,Loamy,Wheat,Urea
118,34,81,40.9,43.7,27.0,Black,Oil seeds,DAP
95,20,17,22.9,98.2,49.9,Red,Maize,DAP
35,61,128,28.1,97.3,57.7,Red,Cotton,14-35-14
38,6,149,44.9,20.6,33.7,Red,Barley,DAP
45,122,117,24.0,84.8,17.7,Loamy,Ground Nuts,14-35-14
98,61,106,44.7,71.6,33.2,Loamy,Wheat,28-28
9,65,7,41.4,85.9,21.5,Red,Sugarcane,28-28
64,66,136,33.0,96.6,43.5,Clayey,Pulses,14-35-14
130,68,88,15.8,15.3,16.5,Clayey,Paddy,20-20
134,6,110,35.2,65.3,24.7,Clayey,Maize,DAP
85,9,113,33.8,61.1,21.6,Loamy,Sugarcane,DAP
15,132,37,25.9,45.4,54.0,Clayey,Tobacco,20-20
58,76,171,16.1,66.1,34.2,Sandy,Millets,Urea
114,57,36,17.2,75.4,45.1,Clayey,Tobacco,Urea
132,70,184,22.0,94.9,39.4,Red,Wheat,28-28
127,44,135,30.1,29.1,42.9,Clayey,Tobacco,17-17-17
86,136,129,41.8,80.8,45.9,Sandy,Millets,Urea
50,55,72,29.8,25.0,10.2,Black,Pulses,14-35-14
37,78,88,29.0,22.6,26.8,Sandy,Pulses,14-35-14
39,88,189,25.7,33.7,18.8,Red,Maize,10-26-26
92,138,59,33.2,67.2,36.5,Sandy,Paddy,DAP
73,6,15,40.7,93.7,14.5,Red,Millets,DAP
128,114,190,35.0,81.0,48.8,Sandy,Millets,Urea
139,73,118,37.2,52.4,13.4,Red,Maize,10-26-26
46,65,48,18.6,93.5,13.9,Loamy,Pulses,14-35-14
106,133,13,37.2,65.7,43.6,Red,Paddy,10-26-26
35,117,166,21.4,65.4,49.0,Loamy,Cotton,10-26-26
121,116,95,29.1,36.1,54.6,Black,Barley,28-28
17,114,146,43.6,31.7,25.6,Black,Maize,10-26-26
97,83,191,43.8,28.8,46.0,Red,Ground Nuts,14-35-14
6,45,29,26.3,53.7,10.6,Loamy,Millets,Urea
81,24,7,44.1,26.1,39.4,Clayey,Pulses,DAP
63,93,18,18.4,92.4,19.7,Red,Millets,Urea
96,134,114,18.2,30.2,35.0,Loamy,Tobacco,17-17-17
30,76,120,25.5,86.7,57.3,Black,Wheat,28-28
100,11,200,42.5,92.1,21.3,Loamy,Ground Nuts,DAP
97,30,179,26.8,55.6,49.5,Loamy,Oil seeds,DAP
74,104,147,34.0,18.3,40.4,Loamy,Millets,Urea
104,62,20,40.5,95.8,38.4,Sandy,Millets,Urea
115,96,20,42.0,40.9,38.7,Loamy,Oil seeds,14-35-14
55,48,91,37.7,52.8,57.9,Loamy,Barley,DAP
50,48,152,37.1,25.0,29.1,Sandy,Millets,Urea
126,13,33,31.1,59.8,41.9,Sandy,Millets,DAP
35,41,68,35.6,24.4,16.1,Loamy,Ground Nuts,14-35-14
35,125,62,27.0,29.4,10.1,Red,Cotton,14-35-14
48,145,124,31.4,74.3,56.8,Sandy,Sugarcane,17-17-17
9,125,10,34.6,30.2,13.2,Sandy,Ground Nuts,14-35-14
133,65,203,33.4,92.5,21.6,Loamy,Paddy,Urea
0,110,11,16.3,50.1,33.1,Red,Pulses,14-35-14
95,58,19,25.7,21.4,46.5,Red,Tobacco,20-20
90,132,122,44.7,80.9,24.8,Clayey,Cotton,20-20
6,75,86,36.2,72.5,24.6,Sandy,Pulses,14-35-14
131,40,122,26.2,37.4,14.4,Sandy,Sugarcane,20-20
79,129,35,28.7,16.2,38.5,Loamy,Sugarcane,20-20
25,129,55,21.2,42.9,16.7,Black,Sugarcane,10-26-26
83,52,141,38.0,86.2,50.3,Loamy,Tobacco,17-17-17
111,68,190,36.2,94.6,21.2,Red,Wheat,28-28
44,125,178,27.1,46.2,23.5,Clayey,Ground Nuts,14-35-14
138,77,150,29.0,98.8,31.3,Clayey,Ground Nuts,14-35-14
60,110,77,34.4,48.7,10.8,Sandy,Tobacco,DAP
29,54,104,20.8,70.2,12.7,Clayey,Wheat,28-28
103,78,83,41.7,71.2,40.8,Clayey,Tobacco,28-28
36,12,92,24.2,54.4,11.0,Loamy,Barley,DAP
114,126,188,44.8,40.0,41.7,Red,Wheat,28-28
124,10,26,32.6,81.0,22.4,Sandy,Paddy,DAP
130,141,51,42.0,38.5,55.0,Sandy,Paddy,20-20
7,71,146,30.1,27.9,28.5,Black,Oil seeds,14-35-14
52,136,179,42.2,20.2,41.7,Black,Ground Nuts,14-35-14
12,71,178,34.2,47.3,31.3,Black,Millets,Urea
32,114,127,32.3,47.1,16.3,Red,Oil seeds,14-35-14
96,19,141,38.3,27.1,18.7,Black,Oil seeds,DAP
137,112,156,30.7,85.1,38.8,Sandy,Millets,20-20
8,35,35,22.2,44.9,55.7,Loamy,Barley,Urea
71,106,95,16.9,60.3,45.9,Clayey,Oil seeds,14-35-14
72,41,1,23.2,27.6,12.6,Sandy,Pulses,14-35-14
63,56,118,23.6,53.1,24.5,Loamy,Paddy,14-35-14
9,51,33,23.0,65.9,43.4,Sandy,Cotton,14-35-14
42,28,105,29.5,32.8,40.1,Clayey,Ground Nuts,DAP
100,131,129,37.6,39.3,48.2,Sandy,Barley,28-28
109,60,162,37.4,48.2,20.5,Clayey,Paddy,10-26-26
21,31,122,20.2,72.7,31.4,Red,Maize,Urea
8,33,72,22.5,26.0,29.5,Red,Cotton,Urea
15,74,105,37.6,76.1,17.0,Black,Cotton,20-20
2,58,27,24.8,27.6,18.4,Loamy,Ground Nuts,14-35-14
105,80,50,16.7,59.2,14.2,Clayey,Pulses,14-35-14
40,68,3,15.6,16.7,35.4,Clayey,Oil seeds,14-35-14
89,144,187,24.8,32.8,29.6,Black,Paddy,17-17-17
104,18,65,29.0,34.0,39.4,Loamy,Wheat,DAP
87,6,5,31.9,79.6,28.4,Clayey,Cotton,DAP
128,78,94,39.4,85.3,50.1,Red,Pulses,14-35-14
51,141,121,35.0,58.2,28.2,Clayey,Paddy,28-28
68,52,123,23.3,97.8,22.9,Clayey,Cotton,10-26-26
70,16,186,33.4,84.6,27.1,Loamy,Maize,DAP
68,119,46,33.8,14.0,10.9,Loamy,Sugarcane,20-20
50,13,58,28.6,44.9,24.6,Sandy,Maize,DAP
117,6,96,20.8,78.5,23.8,Clayey,Maize,DAP
130,57,88,27.9,54.7,47.2,Red,Ground Nuts,14-35-14
28,101,122,29.4,65.3,24.4,Black,Pulses,14-35-14
36,35,118,38.8,96.7,31.3,Red,Sugarcane,14-35-14
109,43,40,45.0,41.4,17.4,Sandy,Pulses,14-35-14
108,117,108,27.5,39.9,42.8,Red,Tobacco,14-35-14
59,73,48,32.1,53.1,17.5,Black,Sugarcane,Urea
134,52,158,17.5,58.4,21.3,Sandy,Paddy,10-26-26
112,2,106,25.0,31.9,50.0,Red,Wheat,DAP
80,145,149,42.9,97.6,49.1,Black,Ground Nuts,14-35-14
135,20,42,30.9,85.3,31.3,Red,Ground Nuts,DAP
96,89,43,30.8,61.6,55.4,Sandy,Ground Nuts,14-35-14
79,3,71,39.1,61.6,34.4,Loamy,Maize,DAP
57,126,201,17.4,78.6,17.0,Sandy,Sugarcane,10-26-26
54,111,122,18.2,56.5,53.7,Black,Maize,10-26-26
20,36,14,23.1,17.4,52.4,Loamy,Tobacco,Urea
24,55,120,32.5,71.6,26.3,Clayey,Wheat,28-28
9,61,89,30.0,47.3,40.7,Loamy,Oil seeds,14-35-14
46,132,77,42.5,35.4,40.7,Clayey,Barley,28-28
46,90,51,39.0,52.9,50.9,Red,Cotton,14-35-14
63,85,55,31.7,18.9,18.5,Black,Sugarcane,20-20
46,120,152,37.7,36.8,25.5,Red,Barley,28-28
123,76,135,17.6,52.2,52.5,Loamy,Paddy,17-17-17
134,89,78,44.2,90.8,27.1,Black,Maize,28-28
103,15,95,20.4,69.7,16.8,Clayey,Oil seeds,DAP
110,0,104,42.8,84.1,26.2,Black,Wheat,DAP
20,3,130,23.8,93.2,18.6,Sandy,Barley,Urea
125,14,165,25.7,91.4,15.9,Black,Wheat,DAP
13,90,13,18.3,47.0,57.0,Red,Tobacco,DAP
76,57,159,32.2,67.0,49.5,Red,Tobacco,28-28
21,111,194,44.0,27.8,19.1,Loamy,Pulses,14-35-14
3,29,12,16.1,41.6,48.2,Black,Paddy,Urea
36,30,73,37.4,62.2,41.6,Red,Wheat,DAP
43,81,63,41.5,23.7,44.0,Black,Ground Nuts,14-35-14
136,94,198,35.2,60.2,32.2,Sandy,Paddy,10-26-26
86,74,179,44.3,45.6,20.4,Red,Maize,10-26-26
127,25,60,27.2,99.9,39.0,Sandy,Maize,DAP
107,110,59,16.0,84.6,23.8,Black,Pulses,14-35-14
35,127,148,33.0,66.5,38.0,Clayey,Pulses,14-35-14
119,87,185,31.3,95.7,41.3,Clayey,Millets,20-20
93,71,51,25.7,30.4,52.8,Black,Pulses,14-35-14
49,92,123,35.8,48.5,19.6,Black,Ground Nuts,14-35-14
90,98,172,18.8,78.9,20.7,Clayey,Tobacco,10-26-26
108,67,113,24.0,31.3,48.7,Clayey,Millets,20-20
101,34,50,44.1,28.9,21.2,Sandy,Pulses,DAP
23,64,175,36.9,62.8,19.8,Black,Pulses,14-35-14
54,62,70,16.3,19.7,37.6,Black,Pulses,14-35-14
22,139,150,40.4,46.4,38.7,Red,Maize,10-26-26
68,67,197,25.6,83.5,21.8,Loamy,Sugarcane,20-20
64,133,198,43.6,73.9,37.0,Clayey,Millets,Urea
86,47,87,22.9,17.9,10.1,Sandy,Pulses,14-35-14
53,133,133,42.4,26.1,36.9,Loamy,Barley,28-28
57,108,110,26.9,30.2,38.1,Black,Millets,Urea
140,114,151,38.7,38.8,29.4,Black,Wheat,28-28
76,68,43,20.6,44.2,38.6,Black,Cotton,DAP
53,85,176,43.1,96.1,57.9,Clayey,Paddy,10-26-26
72,37,191,26.9,84.7,14.1,Black,Ground Nuts,14-35-14
130,36,182,32.5,22.6,25.3,Loamy,Tobacco,17-17-17
102,18,51,21.6,69.9,55.2,Loamy,Wheat,DAP
26,88,136,20.7,93.7,11.6,Loamy,Tobacco,17-17-17
40,5,129,37.8,73.9,21.9,Black,Sugarcane,DAP
137,18,67,32.1,35.5,25.6,Loamy,Pulses,DAP
97,41,193,36.8,31.8,31.7,Clayey,Tobacco,Urea
49,75,176,22.0,22.6,17.4,Clayey,Maize,10-26-26
103,4,122,28.1,68.4,16.1,Loamy,Maize,DAP
134,135,71,44.7,51.1,53.5,Black,Barley,28-28
14,115,8,37.4,42.0,43.4,Red,Barley,28-28
30,101,2,35.5,30.1,37.2,Red,Oil seeds,14-35-14
46,87,62,36.4,41.3,37.0,Sandy,Sugarcane,28-28
120,89,132,38.7,83.0,46.0,Black,Barley,28-28
50,2,127,34.1,19.4,42.6,Black,Millets,DAP
54,118,119,25.5,22.0,35.8,Sandy,Millets,Urea
111,53,45,36.1,29.2,33.2,Sandy,Barley,28-28
123,127,111,18.5,33.6,14.9,Clayey,Tobacco,14-35-14
44,145,111,35.5,38.1,43.7,Sandy,Sugarcane,DAP
41,34,165,29.8,39.5,26.3,Red,Pulses,DAP
105,144,192,27.5,78.0,52.8,Clayey,Barley,28-28
5,97,202,26.5,18.8,50.5,Loamy,Oil seeds,14-35-14
12,18,97,20.9,51.0,35.1,Black,Pulses,Urea
90,58,52,34.3,15.7,46.2,Clayey,Sugarcane,20-20
134,17,55,32.7,33.8,33.9,Clayey,Tobacco,DAP
67,127,76,34.6,77.4,10.1,Loamy,Sugarcane,20-20
35,1,126,31.7,87.7,21.6,Clayey,Wheat,DAP
22,92,154,37.9,21.2,18.0,Sandy,Oil seeds,14-35-14
101,16,186,41.2,89.4,45.0,Loamy,Pulses,DAP
33,94,86,27.1,61.6,56.9,Loamy,Paddy,28-28
73,144,49,26.1,76.8,30.5,Sandy,Cotton,14-35-14
118,64,97,34.5,89.9,19.2,Red,Tobacco,Urea
96,0,52,42.5,53.5,13.9,Loamy,Paddy,DAP
12,68,65,23.3,75.5,29.2,Clayey,Ground Nuts,14-35-14
129,14,45,24.9,23.3,56.8,Clayey,Pulses,DAP
109,96,44,25.1,81.0,52.8,Clayey,Millets,Urea
41,132,26,26.3,14.7,47.9,Loamy,Cotton,10-26-26
77,142,153,20.7,81.5,39.8,Loamy,Paddy,10-26-26
76,17,102,36.2,60.7,36.3,Black,Wheat,DAP
34,68,125,25.8,78.7,42.9,Black,Maize,10-26-26
139,143,3,22.0,52.1,17.8,Loamy,Maize,28-28
23,64,116,17.8,73.0,31.4,Loamy,Oil seeds,14-35-14
69,77,66,38.4,99.3,36.6,Black,Cotton,20-20
72,70,109,20.0,36.8,32.3,Black,Cotton,Urea
133,81,20,42.8,74.4,22.3,Sandy,Tobacco,Urea
67,109,156,35.0,94.0,44.4,Black,Millets,Urea
35,18,90,37.4,76.8,12.3,Loamy,Barley,DAP
18,40,25,44.2,17.4,57.3,Loamy,Ground Nuts,14-35-14
99,121,146,16.8,41.3,59.6,Loamy,Pulses,14-35-14
88,91,41,44.5,30.1,53.2,Red,Oil seeds,14-35-14
49,120,133,41.2,18.5,54.5,Clayey,Ground Nuts,14-35-14
47,86,128,40.8,22.7,27.4,Black,Pulses,14-35-14
81,78,149,39.1,48.4,19.4,Red,Maize,10-26-26
119,84,205,33.0,61.8,30.2,Red,Cotton,14-35-14
6,74,57,36.6,66.7,24.3,Sandy,Wheat,28-28
122,75,39,29.5,97.3,43.6,Red,Wheat,28-28
109,81,77,23.9,15.8,57.2,Clayey,Millets,Urea
22,37,171,39.6,97.6,12.9,Black,Ground Nuts,Urea
117,5,74,33.2,44.9,12.9,Sandy,Maize,DAP
135,101,80,21.0,77.9,54.3,Sandy,Barley,28-28
125,34,168,41.6,39.7,47.3,Black,Paddy,DAP
11,139,32,18.3,50.5,10.9,Clayey,Sugarcane,20-20
122,105,191,32.7,89.1,49.5,Sandy,Wheat,28-28
135,8,2,15.7,94.5,55.1,Red,Pulses,DAP
15,106,92,35.6,58.1,33.8,Red,Tobacco,10-26-26
33,59,189,36.6,69.3,36.0,Red,Ground Nuts,14-35-14
47,95,164,15.0,62.2,39.5,Red,Millets,20-20
6,48,181,33.3,73.1,33.6,Black,Pulses,14-35-14
72,100,7,37.7,99.8,55.0,Red,Ground Nuts,14-35-14
85,45,89,26.2,90.4,32.7,Loamy,Maize,28-28
74,80,127,16.6,59.9,25.1,Loamy,Pulses,14-35-14
119,87,156,29.0,55.8,53.2,Loamy,Sugarcane,20-20
112,61,46,20.1,68.3,14.3,Red,Maize,28-28
4,30,36,18.9,95.4,45.6,Sandy,Barley,Urea
42,39,62,23.0,90.6,59.0,Black,Maize,28-28
46,115,157,18.7,30.3,20.6,Black,Millets,Urea
90,95,57,19.3,88.1,29.9,Red,Ground Nuts,14-35-14
45,143,173,20.6,32.2,27.0,Red,Tobacco,10-26-26
80,44,117,42.3,85.2,18.2,Black,Cotton,DAP
22,60,164,35.4,94.7,41.9,Loamy,Ground Nuts,14-35-14
140,27,95,24.8,63.6,43.8,Red,Barley,DAP
42,41,94,43.6,20.6,14.8,Sandy,Barley,DAP
86,52,144,26.3,38.3,53.0,Clayey,Pulses,14-35-14
134,12,3,41.8,36.1,22.0,Clayey,Millets,DAP
16,31,178,21.2,93.6,20.8,Loamy,Ground Nuts,Urea
49,102,32,39.6,81.5,56.5,Loamy,Millets,20-20
56,65,118,41.3,87.3,58.2,Loamy,Maize,10-26-26
33,100,24,15.3,17.2,39.8,Loamy,Tobacco,17-17-17
30,77,52,28.0,59.4,23.7,Loamy,Oil seeds,14-35-14
82,93,104,32.7,35.9,22.9,Loamy,Cotton,DAP
17,46,159,20.3,35.3,58.7,Clayey,Cotton,28-28
123,109,117,41.7,14.6,50.8,Loamy,Paddy,10-26-26
45,48,192,33.7,96.8,51.6,Sandy,Oil seeds,14-35-14
2,59,203,30.4,38.0,18.1,Sandy,Cotton,14-35-14
57,111,47,39.7,93.3,49.5,Clayey,Cotton,14-35-14
54,40,96,21.3,38.3,35.5,Sandy,Pulses,14-35-14
18,9,119,22.6,42.5,35.0,Black,Tobacco,Urea
58,127,186,24.7,62.9,35.9,Loamy,Pulses,14-35-14
108,52,51,30.5,43.8,43.6,Black,Barley,28-28
43,5,155,35.0,81.6,45.6,Black,Barley,DAP
77,13,153,22.6,72.8,46.2,Sandy,Maize,DAP
2,138,111,23.2,47.2,18.0,Loamy,Tobacco,17-17-17
123,89,66,42.7,17.1,52.8,Loamy,Ground Nuts,14-35-14
90,115,48,29.2,78.2,50.2,Sandy,Cotton,14-35-14
52,111,158,20.2,18.1,22.3,Clayey,Paddy,10-26-26
137,47,30,16.1,85.5,39.6,Clayey,Sugarcane,20-20
65,37,168,33.5,29.8,44.0,Sandy,Pulses,14-35-14
81,76,58,22.3,95.6,27.9,Red,Oil seeds,14-35-14
77,140,31,43.8,43.6,19.5,Loamy,Paddy,14-35-14
59,32,180,36.5,20.4,55.9,Black,Cotton,DAP
40,84,88,25.5,37.5,38.9,Clayey,Cotton,Urea
11,142,50,35.6,72.9,11.3,Red,Pulses,14-35-14
114,110,60,15.3,31.2,15.7,Black,Cotton,17-17-17
86,134,82,40.2,25.4,43.0,Loamy,Millets,Urea
99,126,194,27.7,92.7,34.9,Red,Paddy,10-26-26
63,117,58,23.1,65.5,20.1,Red,Pulses,14-35-14
120,145,148,42.9,77.4,44.7,Clayey,Maize,10-26-26
136,22,77,32.3,95.9,32.1,Loamy,Oil seeds,DAP
132,60,105,34.7,15.3,13.2,Clayey,Sugarcane,20-20
130,120,82,41.6,35.1,38.7,Loamy,Maize,28-28
68,58,45,30.7,25.6,11.3,Sandy,Barley,28-28
122,72,194,25.1,20.7,19.6,Sandy,Pulses,14-35-14
110,135,164,24.9,61.2,20.0,Clayey,Wheat,28-28
14,20,125,34.7,26.6,52.0,Clayey,Barley,Urea
59,124,115,31.5,91.1,25.0,Loamy,Pulses,14-35-14
54,63,192,21.3,60.9,19.0,Sandy,Ground Nuts,14-35-14
49,110,179,32.8,24.4,26.3,Clayey,Sugarcane,10-26-26
23,89,105,22.5,76.3,38.8,Sandy,Tobacco,17-17-17
132,91,87,31.6,41.2,16.3,Sandy,Maize,28-28
11,140,63,44.1,51.4,30.3,Black,Cotton,17-17-17
73,130,195,23.9,62.4,22.5,Red,Sugarcane,20-20
13,123,42,33.1,30.1,37.1,Black,Ground Nuts,14-35-14
44,73,188,29.0,29.1,17.1,Black,Maize,10-26-26
99,22,163,36.9,73.4,15.7,Clayey,Cotton,DAP
131,21,205,28.0,54.2,45.2,Clayey,Paddy,DAP
133,133,25,21.7,57.9,36.0,Red,Barley,28-28
55,104,183,34.2,89.1,30.5,Black,Cotton,10-26-26
9,72,14,33.2,88.0,10.8,Red,Oil seeds,14-35-14
80,65,178,43.3,15.2,27.5,Clayey,Tobacco,17-17-17
54,37,200,43.0,89.4,26.0,Red,Millets,Urea
54,51,3,24.5,89.3,27.4,Sandy,Millets,Urea
108,19,48,15.5,25.1,34.8,Red,Wheat,DAP
125,42,98,34.3,67.0,21.7,Black,Tobacco,17-17-17
139,21,150,22.1,44.6,22.8,Sandy,Millets,DAP
124,140,56,16.2,96.3,12.3,Black,Ground Nuts,14-35-14
110,106,101,17.4,27.5,22.5,Red,Oil seeds,14-35-14
60,122,54,30.5,58.9,37.0,Sandy,Millets,Urea
26,30,154,24.5,44.1,48.1,Sandy,Pulses,Urea
9,39,53,20.3,83.3,54.4,Red,Pulses,Urea
72,57,76,37.6,50.6,59.8,Red,Barley,28-28
126,57,152,31.0,96.2,25.0,Black,Pulses,14-35-14
137,65,119,17.5,51.1,51.4,Red,Tobacco,14-35-14
48,47,114,21.3,95.6,13.0,Red,Pulses,14-35-14
120,123,149,38.1,84.6,44.9,Sandy,Cotton,14-35-14
110,63,42,38.9,62.9,54.7,Black,Tobacco,14-35-14
40,87,97,35.7,20.0,53.0,Sandy,Wheat,28-28
98,86,153,20.5,20.3,21.3,Sandy,Wheat,28-28
66,49,57,16.3,50.8,16.1,Clayey,Maize,28-28
12,79,199,39.2,68.8,54.3,Loamy,Sugarcane,10-26-26
72,47,17,28.1,80.7,46.0,Clayey,Oil seeds,14-35-14
99,115,89,16.1,46.5,50.5,Black,Tobacco,17-17-17
